,Date,ALI=F,CC=F,CT=F,GC=F,GF=F,HE=F,HG=F,KC=F,LE=F,OJ=F,PA=F,PL=F,SB=F,SI=F,TIO=F,ZC=F,ZS=F,ZW=F
0,2016-01-04,1601.5,3124.0,62.61000061035156,1075.0999755859375,167.625,59.42499923706055,2.070499897003174,123.9000015258789,136.4250030517578,143.60000610351562,542.9500122070312,883.2000122070312,14.970000267028809,13.81700038909912,41.95000076293945,351.5,864.5,458.25
1,2016-01-05,1593.25,3059.0,62.68000030517578,1078.4000244140625,167.77499389648438,61.09999847412109,2.088500022888184,123.0,136.77499389648438,142.10000610351562,535.0999755859375,888.5999755859375,14.56999969482422,13.949000358581545,41.68999862670898,353.0,867.75,461.25
2,2016-01-06,1607.0,2981.0,62.0,1091.9000244140625,168.3249969482422,60.82500076293945,2.0804998874664307,119.9499969482422,136.52499389648438,143.0500030517578,505.0499877929688,873.7000122070312,14.420000076293944,13.95699977874756,41.119998931884766,353.25,875.75,462.75
3,2016-01-07,1607.75,2963.0,61.43000030517578,1107.699951171875,163.8249969482422,59.54999923706055,2.015500068664551,118.4499969482422,133.52499389648438,137.64999389648438,493.0,876.4000244140625,14.75,14.335000038146973,41.13999938964844,353.0,877.0,468.5
4,2016-01-08,1624.5,3017.0,61.400001525878906,1097.800048828125,159.4250030517578,59.84999847412109,2.0164999961853027,119.0,132.875,130.85000610351562,493.6000061035156,877.0999755859375,14.460000038146973,13.907999992370604,41.060001373291016,357.0,879.5,478.5
5,2016-01-11,1596.5,2902.0,61.5,1096.5,159.4499969482422,59.70000076293945,1.9674999713897705,114.4499969482422,132.22500610351562,132.89999389648438,474.2999877929688,845.0,14.149999618530272,13.854999542236328,40.470001220703125,351.75,881.0,469.0
6,2016-01-12,1584.5,2860.0,61.59000015258789,1085.5999755859375,160.22500610351562,61.900001525878906,1.9529999494552608,114.3499984741211,131.60000610351562,132.0,469.8999938964844,837.5,14.050000190734863,13.739999771118164,40.33000183105469,356.75,890.75,481.25
7,2016-01-13,1599.75,2892.0,62.13999938964844,1087.5,160.77499389648438,61.625,1.950500011444092,114.8000030517578,132.10000610351562,131.35000610351562,486.5499877929688,850.2000122070312,14.470000267028809,14.145000457763672,40.41999816894531,358.0,899.0,478.0
8,2016-01-14,1621.25,2857.0,61.900001525878906,1073.9000244140625,158.8000030517578,62.34999847412109,1.9709999561309812,115.9000015258789,130.5500030517578,130.25,491.1499938964844,834.0,14.880000114440918,13.737000465393066,40.59000015258789,358.0,896.0,468.75
9,2016-01-15,1609.5,2905.0,61.40999984741211,1091.5,154.3000030517578,62.025001525878906,1.9394999742507932,114.9000015258789,127.5500030517578,127.1999969482422,486.9500122070313,825.7000122070312,14.920000076293944,13.883999824523926,40.790000915527344,363.25,879.0,473.75
10,2016-01-19,1620.0,2934.0,62.470001220703125,1089.9000244140625,156.5500030517578,62.84999847412109,1.9735000133514404,115.6500015258789,129.3000030517578,125.0500030517578,496.7999877929688,828.7000122070312,14.75,14.109999656677246,41.31999969482422,367.75,883.5,474.5
11,2016-01-20,1605.5,2810.0,61.970001220703125,1107.0999755859375,155.0,62.72499847412109,1.955999970436096,111.5999984741211,127.25,120.0500030517578,487.75,817.9000244140625,14.18000030517578,14.147000312805176,41.18999862670898,368.75,874.0,471.5
12,2016-01-21,1618.75,2855.0,62.09000015258789,1099.0999755859375,158.6750030517578,63.75,1.993000030517578,114.4000015258789,130.25,120.6999969482422,497.75,818.0999755859375,14.449999809265137,14.083000183105469,41.09000015258789,367.0,878.5,475.0
13,2016-01-22,1620.0,2872.0,62.45000076293945,1097.199951171875,159.4250030517578,63.0,1.9984999895095823,116.0,132.0749969482422,121.6500015258789,498.3999938964844,829.7000122070312,14.420000076293944,14.04300022125244,41.11000061035156,370.25,876.5,475.5
14,2016-01-25,1612.25,2819.0,61.59999847412109,1106.199951171875,160.22500610351562,63.525001525878906,1.995499968528748,116.4499969482422,131.4250030517578,123.9499969482422,489.7000122070313,859.7000122070312,14.100000381469728,14.239999771118164,41.11000061035156,369.75,880.5,481.5
15,2016-01-26,1627.75,2829.0,61.40999984741211,1121.699951171875,161.10000610351562,64.32499694824219,2.0339999198913574,116.6999969482422,133.02499389648438,124.1999969482422,491.75,875.2000122070312,14.020000457763672,14.543999671936035,41.11000061035156,369.25,876.5,484.75
16,2016-01-27,1650.0,2764.0,60.86000061035156,1116.0999755859375,160.9250030517578,65.375,2.062999963760376,118.1999969482422,135.72500610351562,124.25,500.5499877929688,880.4000244140625,13.579999923706056,14.4399995803833,41.130001068115234,369.25,883.0,476.5
17,2016-01-28,1639.75,2791.0,61.36000061035156,1115.5999755859375,161.3000030517578,65.30000305175781,2.049000024795532,119.1500015258789,135.4250030517578,133.0500030517578,491.0,865.9000244140625,13.25,14.215999603271484,41.150001525878906,365.5,867.75,472.25
